11:20:19.947 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Sending initial request...
22:15:13.193 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 42
22:15:13.193 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (11,12)
22:15:13.193 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 42
22:15:13.193 [main] INFO  mybot.Pathfinder - Moving towards (11,12)
22:15:13.193 [main] INFO  mybot.Pathfinder - Move direction:West
22:15:13.193 [main] INFO  mybot.MyBot - Turn time 563483ns
22:15:13.668 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 402
22:15:13.668 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:13.668 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,1)
22:15:13.668 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,1)
22:15:13.668 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,18)
22:15:13.669 [main] INFO  mybot.Pathfinder - Current position (11,14)
22:15:13.669 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:13.669 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:13.669 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:13.669 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:13.669 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:13.669 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:13.669 [main] INFO  mybot.HealingDecisionMaker - Low HP. Healing.
22:15:13.669 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:13.669 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:13.669 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:13.669 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,17), distance 44
22:15:13.669 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=2
22:15:13.669 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
22:15:13.669 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 28
22:15:13.669 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (11,12)
22:15:13.669 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 28
22:15:13.669 [main] INFO  mybot.Pathfinder - Moving towards (11,12)
22:15:13.669 [main] INFO  mybot.Pathfinder - Move direction:West
22:15:13.669 [main] INFO  mybot.MyBot - Turn time 539389ns
22:15:13.988 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 406
22:15:13.989 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:13.989 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,2)
22:15:13.989 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,1)
22:15:13.989 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,18)
22:15:13.989 [main] INFO  mybot.Pathfinder - Current position (11,13)
22:15:13.989 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:13.989 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:13.989 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:13.989 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:13.989 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:13.989 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:13.989 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (11,12)
22:15:13.989 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
22:15:13.989 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
22:15:13.989 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 14
22:15:13.989 [main] INFO  mybot.Pathfinder - Moving towards (11,12)
22:15:13.989 [main] INFO  mybot.Pathfinder - Move direction:West
22:15:13.989 [main] INFO  mybot.MyBot - Turn time 480361ns
22:15:14.327 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 410
22:15:14.327 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:14.327 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,1)
22:15:14.327 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,1)
22:15:14.327 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,17)
22:15:14.328 [main] INFO  mybot.Pathfinder - Current position (11,13)
22:15:14.328 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:14.328 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:14.328 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:14.328 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:14.328 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:14.328 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:14.328 [main] INFO  mybot.Pathfinder - Hero Pancake is standing next to an inn at (11,12)
22:15:14.328 [main] INFO  mybot.HealingDecisionMaker - Healing to full HP.
22:15:14.328 [main] INFO  mybot.MyBot - Healing Decision Maker shall lead me to glory!
22:15:14.328 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 14
22:15:14.328 [main] INFO  mybot.Pathfinder - Moving towards (11,12)
22:15:14.328 [main] INFO  mybot.Pathfinder - Move direction:West
22:15:14.328 [main] INFO  mybot.MyBot - Turn time 619198ns
22:15:14.668 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 414
22:15:14.668 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:14.668 [main] INFO  mybot.Pathfinder - Adding threats from hero at (6,1)
22:15:14.668 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,1)
22:15:14.668 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,17)
22:15:14.668 [main] INFO  mybot.Pathfinder - Current position (11,13)
22:15:14.668 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:14.668 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:14.668 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:14.668 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:14.668 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:14.668 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:14.668 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:14.668 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:14.668 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:14.668 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:14.668 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,17), distance 59
22:15:14.668 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,17)
22:15:14.668 [main] INFO  mybot.Pathfinder - Moving towards (11,17)
22:15:14.668 [main] INFO  mybot.Pathfinder - Move direction:East
22:15:14.668 [main] INFO  mybot.MyBot - Turn time 427356ns
22:15:14.987 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 418
22:15:14.987 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:14.987 [main] INFO  mybot.Pathfinder - Adding threats from hero at (6,1)
22:15:14.987 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,1)
22:15:14.987 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,17)
22:15:14.987 [main] INFO  mybot.Pathfinder - Current position (11,14)
22:15:14.987 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:14.987 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:14.987 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:14.987 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:14.987 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:14.987 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:14.987 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:14.987 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:14.987 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:14.987 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:14.987 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,17), distance 45
22:15:14.987 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,17)
22:15:14.987 [main] INFO  mybot.Pathfinder - Moving towards (11,17)
22:15:14.987 [main] INFO  mybot.Pathfinder - Move direction:East
22:15:14.987 [main] INFO  mybot.MyBot - Turn time 314117ns
22:15:15.300 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 422
22:15:15.300 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:15.300 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,1)
22:15:15.300 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,1)
22:15:15.300 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,16)
22:15:15.300 [main] INFO  mybot.Pathfinder - Current position (11,15)
22:15:15.300 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:15.300 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:15.300 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:15.300 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:15.300 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:15.300 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:15.300 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:15.300 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:15.300 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:15.300 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:15.300 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,17), distance 30
22:15:15.300 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,17)
22:15:15.300 [main] INFO  mybot.Pathfinder - Moving towards (11,17)
22:15:15.300 [main] INFO  mybot.Pathfinder - Move direction:East
22:15:15.300 [main] INFO  mybot.MyBot - Turn time 343029ns
22:15:15.610 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 426
22:15:15.610 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:15.610 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,1)
22:15:15.611 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,1)
22:15:15.611 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,15)
22:15:15.611 [main] INFO  mybot.Pathfinder - Current position (11,16)
22:15:15.611 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:15.611 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:15.611 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:15.611 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:15.611 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:15.611 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:15.611 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:15.611 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:15.611 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:15.611 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:15.611 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (11,17), distance 14
22:15:15.611 [main] INFO  mybot.Pathfinder - Heading to closest mine at (11,17)
22:15:15.611 [main] INFO  mybot.Pathfinder - Moving towards (11,17)
22:15:15.611 [main] INFO  mybot.Pathfinder - Move direction:East
22:15:15.611 [main] INFO  mybot.MyBot - Turn time 497527ns
22:15:15.922 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 430
22:15:15.922 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:15.922 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,1)
22:15:15.922 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,1)
22:15:15.922 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,14)
22:15:15.922 [main] INFO  mybot.Pathfinder - Current position (11,16)
22:15:15.922 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:15.922 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:15.922 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:15.922 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:15.922 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:15.922 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:15.922 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:15.922 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:15.922 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:15.922 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:15.922 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (14,17), distance 56
22:15:15.922 [main] INFO  mybot.Pathfinder - Heading to closest mine at (14,17)
22:15:15.922 [main] INFO  mybot.Pathfinder - Moving towards (14,17)
22:15:15.922 [main] INFO  mybot.Pathfinder - Move direction:South
22:15:15.922 [main] INFO  mybot.MyBot - Turn time 312310ns
22:15:16.257 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 434
22:15:16.257 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:16.257 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,2)
22:15:16.257 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,1)
22:15:16.257 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,14)
22:15:16.257 [main] INFO  mybot.Pathfinder - Current position (12,16)
22:15:16.257 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:16.257 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:16.257 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:16.257 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:16.257 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:16.257 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:16.257 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:16.257 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:16.257 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:16.257 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:16.257 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (14,17), distance 32
22:15:16.257 [main] INFO  mybot.Pathfinder - Heading to closest mine at (14,17)
22:15:16.257 [main] INFO  mybot.Pathfinder - Moving towards (14,17)
22:15:16.257 [main] INFO  mybot.Pathfinder - Move direction:East
22:15:16.257 [main] INFO  mybot.MyBot - Turn time 311406ns
22:15:16.559 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 438
22:15:16.559 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:16.559 [main] INFO  mybot.Pathfinder - Adding threats from hero at (7,3)
22:15:16.559 [main] INFO  mybot.Pathfinder - Adding threats from hero at (12,1)
22:15:16.559 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,14)
22:15:16.559 [main] INFO  mybot.Pathfinder - Current position (12,17)
22:15:16.559 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:16.559 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:16.559 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:16.559 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:16.559 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:16.559 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:16.559 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:16.559 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:16.559 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:16.559 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:16.559 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (14,17), distance 19
22:15:16.559 [main] INFO  mybot.Pathfinder - Heading to closest mine at (14,17)
22:15:16.559 [main] INFO  mybot.Pathfinder - Moving towards (14,17)
22:15:16.559 [main] INFO  mybot.Pathfinder - Move direction:South
22:15:16.559 [main] INFO  mybot.MyBot - Turn time 298155ns
22:15:16.867 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 442
22:15:16.867 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:16.867 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,3)
22:15:16.867 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,1)
22:15:16.867 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,13)
22:15:16.867 [main] INFO  mybot.Pathfinder - Current position (13,17)
22:15:16.867 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:16.867 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:16.867 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:16.867 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:16.867 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:16.867 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:16.867 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:16.867 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:16.867 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:16.867 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:16.867 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (14,17), distance 9
22:15:16.867 [main] INFO  mybot.Pathfinder - Heading to closest mine at (14,17)
22:15:16.867 [main] INFO  mybot.Pathfinder - Moving towards (14,17)
22:15:16.867 [main] INFO  mybot.Pathfinder - Move direction:South
22:15:16.867 [main] INFO  mybot.MyBot - Turn time 417417ns
22:15:17.177 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 446
22:15:17.177 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:17.177 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,4)
22:15:17.177 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,2)
22:15:17.177 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,13)
22:15:17.177 [main] INFO  mybot.Pathfinder - Current position (13,17)
22:15:17.177 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:17.177 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:17.177 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:17.177 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:17.177 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:17.177 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:17.177 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:17.177 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:17.177 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:17.177 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:17.178 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (5,17), distance 44
22:15:17.178 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=11
22:15:17.178 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
22:15:17.178 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 101
22:15:17.178 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (8,12)
22:15:17.178 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 101
22:15:17.178 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
22:15:17.178 [main] INFO  mybot.Pathfinder - Move direction:North
22:15:17.178 [main] INFO  mybot.MyBot - Turn time 420429ns
22:15:17.505 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 450
22:15:17.506 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:17.506 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,5)
22:15:17.506 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,2)
22:15:17.506 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,13)
22:15:17.506 [main] INFO  mybot.Pathfinder - Current position (12,17)
22:15:17.506 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:17.506 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:17.506 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:17.506 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:17.506 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:17.506 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:17.506 [main] INFO  mybot.HealingDecisionMaker - HP at an acceptable level
22:15:17.506 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:17.506 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:17.506 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:17.506 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (5,17), distance 35
22:15:17.506 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=10
22:15:17.506 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
22:15:17.506 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 92
22:15:17.506 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (8,12)
22:15:17.506 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 92
22:15:17.506 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
22:15:17.506 [main] INFO  mybot.Pathfinder - Move direction:West
22:15:17.506 [main] INFO  mybot.MyBot - Turn time 396937ns
22:15:17.835 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 454
22:15:17.835 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:17.835 [main] INFO  mybot.Pathfinder - Adding threats from hero at (8,6)
22:15:17.835 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,3)
22:15:17.835 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,14)
22:15:17.835 [main] INFO  mybot.Pathfinder - Current position (12,16)
22:15:17.835 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:17.835 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:17.835 [main] INFO  mybot.MyBot - Inn Camper Decision Maker thinks...
22:15:17.835 [main] INFO  mybot.MyBot - Telefrag Decision Maker thinks...
22:15:17.835 [main] INFO  mybot.TelefragDecisionmaker - No telefrag target.
22:15:17.835 [main] INFO  mybot.MyBot - Healing Decision Maker thinks...
22:15:17.835 [main] INFO  mybot.HealingDecisionMaker - Low HP. Healing.
22:15:17.835 [main] INFO  mybot.MyBot - Looting Decision Maker thinks...
22:15:17.835 [main] INFO  mybot.LootingDecisionMaker - Looting a mine.
22:15:17.835 [main] INFO  mybot.MyBot - Looting Decision Maker shall lead me to glory!
22:15:17.835 [main] INFO  mybot.LootingDecisionMaker - Going to mine at (8,17), distance 37
22:15:17.835 [main] INFO  mybot.LootingDecisionMaker - moves to reach goal=6
22:15:17.835 [main] INFO  mybot.LootingDecisionMaker - Would go to a mine, but HP will drain below the health threshold. Going to pub instead.
22:15:17.835 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 56
22:15:17.835 [main] INFO  mybot.Pathfinder - Heading to the closest pub at (8,12)
22:15:17.835 [main] INFO  mybot.Pathfinder - Closest pub at (8,12), distance 56
22:15:17.835 [main] INFO  mybot.Pathfinder - Moving towards (8,12)
22:15:17.835 [main] INFO  mybot.Pathfinder - Move direction:North
22:15:17.835 [main] INFO  mybot.MyBot - Turn time 399347ns
22:15:18.147 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 458
22:15:18.147 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:18.147 [main] INFO  mybot.Pathfinder - Adding threats from hero at (9,6)
22:15:18.147 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,4)
22:15:18.147 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,15)
22:15:18.147 [main] INFO  mybot.Pathfinder - Current position (11,16)
22:15:18.147 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:18.147 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:18.148 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
22:15:18.148 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 54
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (11,16)
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Value of v=1
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (12,16)
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Value of v=1
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (11,15)
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Vertex is already occupied. Invalid vertex.
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (11,17)
22:15:18.148 [main] INFO  mybot.CombatDecisionMaker - Value of v=-20
22:15:18.148 [main] INFO  mybot.Pathfinder - Moving towards (11,16)
22:15:18.148 [main] INFO  mybot.Pathfinder - Goal is the current position. Staying still.
22:15:18.148 [main] INFO  mybot.MyBot - Turn time 381579ns
22:15:18.447 [main] INFO  com.brianstempin.vindiniumclient.bot.advanced.AdvancedBotRunner - Taking turn 462
22:15:18.447 [main] INFO  mybot.MyBot - Creating pathfinder.
22:15:18.447 [main] INFO  mybot.Pathfinder - Adding threats from hero at (10,6)
22:15:18.447 [main] INFO  mybot.Pathfinder - Adding threats from hero at (13,5)
22:15:18.447 [main] INFO  mybot.Pathfinder - Adding threats from hero at (11,15)
22:15:18.447 [main] INFO  mybot.Pathfinder - Current position (11,16)
22:15:18.447 [main] INFO  mybot.MyBot - Choosing decision maker.
22:15:18.447 [main] INFO  mybot.MyBot - Combat Decision Maker thinks...
22:15:18.447 [main] INFO  mybot.MyBot - Combat Decision Maker shall lead me to glory!
22:15:18.447 [main] INFO  mybot.Pathfinder - Closest pub at (11,12), distance 54
22:15:18.447 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (11,16)
22:15:18.447 [main] INFO  mybot.CombatDecisionMaker - Value of v=1
22:15:18.447 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (12,16)
22:15:18.447 [main] INFO  mybot.CombatDecisionMaker - Value of v=1
22:15:18.447 [main] INFO  mybot.CombatDecisionMaker - Evaluating vertex (11,15)
22:15:18.447 [main] INFO  mybot.CombatDecisionMaker - Vertex is already occupied. Invalid vertex.
